batch,query_id,lane,source_group,query,result_index,account_guess,source_type,signal_type,date,title_or_actor,url,domain,reliability,weak_or_noise,tags,evidence,summary
crustdata_named_account_linkedin,linamed_010,named_account_linkedin,linkedin_named_account_posts,HSBC Chief AI Officer AI agents,5,GLG,linkedin_named_account_post,ai-agent-adoption,2026-05-15,Jay Gustafson,https://www.linkedin.com/posts/jay-gustafson-4118023_ais-impact-on-banking-raises-many-questions-activity-7458534201198522368-DQIl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFawgoYBIS28kXDhVdPsAZoXK35P4oiQzCw,linkedin.com,medium,no,"ai-agent-adoption,ai-agents,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","AI's impact on banking raises many questions, particularly regarding its implementation and effectiveness. With decades of experience in automating credit decision and risk policies, I understand the importance of providing customers with clear reasons for any negative credit decisions. While Machine Learning, a subset of AI, has been in used for years, I am curious about the specific use cases for implementing AI Agents and the oversight mechanisms in place. Does this technology truly lead to cost savings?  Many companies are not engaging in frontier AI but are instead utilizing it for customer support, payroll, dashboards, marketing, and coding. The costs associated with these applications differ significantly from those in high-profile AI projects. In our fast-paced information economy, it's crucial to recognize the nuances in these costs.   For instance, HSBC's recent hire of a Chief AI Officer aims for a 17% reduction in costs, which raises questions about whether this strategy tr",named account linkedin search; reactions=5
crustdata_named_account_linkedin,linamed_012,named_account_linkedin,linkedin_named_account_posts,UBS agentic AI,1,EQT Ventures,linkedin_named_account_post,agent-tech/retrieval,2026-05-15,Linas Beliūnas,https://www.linkedin.com/posts/linasbeliunas_fintech-never-ceases-to-amaze-we-just-finished-activity-7459166595722973185-SN1p?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGD1cZIBBQ_LIbOeFpSk5pSEiHxddgTLSHA,linkedin.com,medium,no,"agent-tech/retrieval,agentic-ai,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin,rag","FinTech never ceases to amaze: We just finished another incredible week in the Financial Technology space, and here's what you probably missed 👇😳  We’re going to look into Google, which just won the Agentic Commerce race (why Stripe ditched their own protocol to join UCP, what Google gains here, & what to expect next + bonus deep dive into how Google is building the Android of Commerce & American Express, and why it skipped the agent protocol wars altogether) 💳🤖  Revolut, which is now being covered by Wall Street’s biggest banks (key takeaways from J.P. Morgan & UBS reports on the most valuable FinTech in Europe, what’s interesting & what to watch for next + bonus deep dive into Revolut’s latest 2025 financials & how and why it built PRAGMA, the foundational AI model for money) 😳🏦, and explore other interesting news and developments 🚀  The above and so much more (startup, VC & AI resources, analysis, deep dives, and breakdowns), in the latest Weekly FinTech Digest 👇  P.S. check out How",named account linkedin search; reactions=105
crustdata_named_account_linkedin,linamed_012,named_account_linkedin,linkedin_named_account_posts,UBS agentic AI,3,UBS AG,linkedin_named_account_post,ai-agent-adoption,2026-05-15,rena cole,https://www.linkedin.com/posts/rena-cole-19074910_ubs-family-office-quarterly-activity-7460030866661171200-8VdN?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGD1cZIBBQ_LIbOeFpSk5pSEiHxddgTLSHA,linkedin.com,medium,no,"agentic-ai,ai-agent-adoption,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","While agentic AI has the potential to reshape the software-as-a-service (SaaS) industry, our CIO view is that AI-driven disruption is more likely to occur over the long term. This means diversification is key for family offices seeking AI-driven value. Learn more in our latest UBS Family Office Quarterly, available now.",named account linkedin search; reactions=2
crustdata_named_account_linkedin,linamed_014,named_account_linkedin,linkedin_named_account_posts,FIS Anthropic Financial Crimes AI Agent,0,Nuggets,linkedin_named_account_post,governance/compliance,2026-05-15,Filip Perica,https://www.linkedin.com/posts/filipperica_fis-and-anthropic-launched-their-financial-activity-7460280744037339136-Cb61?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtdCSEBqp9TQ_T0BC73sxbkAKNkFZR3p9I,linkedin.com,medium,no,"fis,governance,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","FIS and Anthropic launched their financial crime AI agent earlier this month, with BMO and Amalgamated as the first banks using it.  lately, i'm probably speaking more with compliance than product. I feel like the same question keeps coming up.  If an AI agent takes an action inside the bank, can we prove it was authorised? That specific action, by the right person, within the limits it was supposed to operate in.  most governance frameworks today were built around access, the evidence usually stops at the access log.  Article 26 of the EU AI Act starts applying to high-risk AI systems from 2 August 2026 and asks for evidence most frameworks don't really produce today.  the FCA is heading in a similar direction under SM&CR.  we've published 18 questions for compliance and risk teams to go through before these systems go live.  Free, link in comments.  What's the hardest question for you to answer?",named account linkedin search; reactions=11
crustdata_named_account_linkedin,linamed_014,named_account_linkedin,linkedin_named_account_posts,FIS Anthropic Financial Crimes AI Agent,1,FIS,linkedin_named_account_post,governance/compliance,2026-05-15,Louise Hart,https://www.linkedin.com/posts/louise-hart-9377826_ai-technology-governance-activity-7460937382922448896-tIo-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtdCSEBqp9TQ_T0BC73sxbkAKNkFZR3p9I,linkedin.com,medium,no,"ai-agents,aml,fis,governance,governance/compliance,kyc,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","AI in Financial Services: The Case for Human-in-the-Loop — and Why It Matters More Than the Headlines  The past fortnight has been significant for anyone watching the intersection of AI and financial services. Anthropic’s announcement of pre-built AI agents for AML investigations, KYC screening, and compliance — backed by a $1.5bn joint venture with Goldman Sachs and Blackstone — signals that AI in financial services has moved decisively from pilot to infrastructure.  The numbers are compelling. The global financial crimes problem runs to roughly $40bn annually in fines, investigations, and false-positive review costs. FIS’s co-developed AML agent compresses investigations from days to minutes. For compliance teams drowning in caseloads, that is transformative. But here’s what the headlines can miss: the technology is only as good as the governance wrapped around it.  Users remain responsible for reviewing and approving output before any work is filed or acted on. FIS has been explicit",named account linkedin search; reactions=5
crustdata_named_account_linkedin,linamed_014,named_account_linkedin,linkedin_named_account_posts,FIS Anthropic Financial Crimes AI Agent,2,HSBC,linkedin_named_account_post,governance/compliance,2026-05-15,Keith Bailey,https://www.linkedin.com/posts/keithjbailey_ai-payments-financialcrime-activity-7460066777981640704-1eGJ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtdCSEBqp9TQ_T0BC73sxbkAKNkFZR3p9I,linkedin.com,medium,no,"ai-agents,fis,fraud,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin,rag","FIS signed a deal with Anthropic last week to build AI agents for financial crime detection. Their CEO laid it out on an earnings call Friday.  The headline: fraud investigation time goes from days to minutes. Launch targeted for late 2026, revenue in 2027.  FIS owns the agents and infrastructure. Anthropic supplies frontier model as the underlying model. And here's the part that stuck with me — when asked whether banks would build their own, the CEO said flatly: ""I don't see a view where banks would own their agents at all. They're very happy to leverage our agents. It's faster for them.""  That's a big bet from a company serving 20,000+ financial institutions. The logic: ""Below that [top tier], you can't afford to spend all your money on the technology in an auditable way.""  For the HSBCs and JPMs of the world — we have the scale to build our own, and in some areas we absolutely should. But two things stand out. First, FIS sees no market for bank-owned agents below the giants. Second, they're",named account linkedin search; reactions=62
crustdata_named_account_linkedin,linamed_014,named_account_linkedin,linkedin_named_account_posts,FIS Anthropic Financial Crimes AI Agent,3,451 Ventures,linkedin_named_account_post,governance/compliance,2026-05-15,Surendra Reddy,https://www.linkedin.com/posts/skreddy_the-fisanthropic-announcement-is-not-just-activity-7459700501404635136-4CPK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtdCSEBqp9TQ_T0BC73sxbkAKNkFZR3p9I,linkedin.com,medium,no,"agentic-ai,aml,fis,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","The FIS/Anthropic announcement is not just another “AI in banking” story. It is a signal that agentic AI is entering one of the most consequential workflows in financial services: AML and financial-crime investigations.  For me, this is personal.  When I founded Quantiply in 2014, our thesis was that AML was not an alerting problem. It was a sensemaking problem.  By 2019, we had built Sensemaker around that belief: Pulse for signal gathering, Factbase for governed memory, Enterprise Knowledge Graph for relationship reasoning, Predicts/CIM for explainable machine learning, and Qiera as a cognitive case assistant.  Today, the market calls this agentic AI. Back then, we called it autonomous risk intelligence. The language changed. The thesis endured.  The real opportunity is not to generate more alerts faster. It is to help institutions move from alert factories to governed financial-crime sensemaking systems with better evidence, better explanations, better human judgment, and regulator-",named account linkedin search; reactions=17
crustdata_named_account_linkedin,linamed_014,named_account_linkedin,linkedin_named_account_posts,FIS Anthropic Financial Crimes AI Agent,4,Sphinx (YC F24),linkedin_named_account_post,governance/compliance,2026-05-15,Alexandre Berkovic,https://www.linkedin.com/posts/alexandreberkovic_fis-just-announced-its-first-ai-agent-for-activity-7459692330636201984-MKjS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtdCSEBqp9TQ_T0BC73sxbkAKNkFZR3p9I,linkedin.com,medium,no,"ai-agents,aml,fis,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","FIS just announced its first AI agent for financial crime investigations with Anthropic. The whole banking world clapped.  Here’s what they shipped:  1/ A Financial Crimes AI Agent designed to compress AML investigations from hours to minutes   2/ BMO and Amalgamated Bank as launch partners   3/ Anthropic engineers embedded inside FIS to co-build it   4/ General availability planned for H2 2026  Translation: one of the largest banking infrastructure companies in the world just told 200,000+ financial institutions that AI agents are the future of AML.  And honestly, it validates a lot of what we’ve been building toward.  Because this isn’t theoretical anymore.  We’ve already had these systems running in production with public US banks regulated by the OCC, FDIC, and Federal Reserve for months now.   – STP rates above 85%  – SAR filing times reduced from ~2h to under 10min  – 4x operational cost reduction  The industry is moving in one direction very quickly.  --  Tomorrow we’re announci",named account linkedin search; reactions=232
crustdata_named_account_linkedin,linamed_015,named_account_linkedin,linkedin_named_account_posts,FIS AI agent AML,0,Ingenico ePayments,linkedin_named_account_post,governance/compliance,2026-05-15,Andrew Christodoulou,https://www.linkedin.com/posts/andrew-s-christodoulou_fintech-ai-payments-activity-7458492350718345216--6e1?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADI8o1AB0j9gbT1hbcaL-LdUhB0YncIMUhQ,linkedin.com,medium,no,"aml,fis,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,mastercard,medium,named_account_linkedin","Mastercard completes its first live AI agent payment in Portugal and 4 more stories in this week’s Five Point Friday! 🏃‍♂️ Let’s run it:  🤖 FIS & Anthropic turn AML investigations from days into minutes.  🇧🇷 Brazil creates a dedicated ""34045"" code to track betting flows.  🇪🇺 The European Central Bank locks in the 2027 start date for the Digital Euro pilot.  ☕ Adyen consolidates Lavazza Group’s global coffee payments.  #Fintech #AI #Payments #Mastercard #FIS #DigitalEuro #Adyen #BrazilFintech #FutureOfFinance",named account linkedin search; reactions=6
crustdata_named_account_linkedin,linamed_015,named_account_linkedin,linkedin_named_account_posts,FIS AI agent AML,1,PayPal,linkedin_named_account_post,governance/compliance,2026-05-15,Ziad Ali,https://www.linkedin.com/posts/ziad-ali-6295019_fis-anthropic-just-made-the-ai-in-banking-activity-7459160717011660800-oZpx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADI8o1AB0j9gbT1hbcaL-LdUhB0YncIMUhQ,linkedin.com,medium,no,"aml,fis,fraud,governance,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","FIS + Anthropic just made the 'AI in banking' conversation very real.  A Financial Crimes AI Agent that cuts AML investigations from days to minutes — with full auditability, data staying inside FIS infrastructure, and humans keeping final call.  That last part matters more than the speed. Governance is what separates a demo from something regulators will actually allow.  The roadmap ahead (fraud, credit decisioning, onboarding) is worth watching. This is infrastructure, not a feature.",named account linkedin search; reactions=5
crustdata_named_account_linkedin,linamed_015,named_account_linkedin,linkedin_named_account_posts,FIS AI agent AML,2,451 Ventures,linkedin_named_account_post,governance/compliance,2026-05-15,Surendra Reddy,https://www.linkedin.com/posts/skreddy_the-fisanthropic-announcement-is-not-just-activity-7459700501404635136-4CPK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADI8o1AB0j9gbT1hbcaL-LdUhB0YncIMUhQ,linkedin.com,medium,no,"agentic-ai,aml,fis,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","The FIS/Anthropic announcement is not just another “AI in banking” story. It is a signal that agentic AI is entering one of the most consequential workflows in financial services: AML and financial-crime investigations.  For me, this is personal.  When I founded Quantiply in 2014, our thesis was that AML was not an alerting problem. It was a sensemaking problem.  By 2019, we had built Sensemaker around that belief: Pulse for signal gathering, Factbase for governed memory, Enterprise Knowledge Graph for relationship reasoning, Predicts/CIM for explainable machine learning, and Qiera as a cognitive case assistant.  Today, the market calls this agentic AI. Back then, we called it autonomous risk intelligence. The language changed. The thesis endured.  The real opportunity is not to generate more alerts faster. It is to help institutions move from alert factories to governed financial-crime sensemaking systems with better evidence, better explanations, better human judgment, and regulator-",named account linkedin search; reactions=17
crustdata_named_account_linkedin,linamed_015,named_account_linkedin,linkedin_named_account_posts,FIS AI agent AML,3,Sionic (Sionic Mobile),linkedin_named_account_post,governance/compliance,2026-05-15,Sionic (Sionic Mobile),https://www.linkedin.com/posts/sionic-mobile-corporation_fis-and-anthropic-collaborate-to-enable-agent-first-activity-7459580653945237504-HI7u?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADI8o1AB0j9gbT1hbcaL-LdUhB0YncIMUhQ,linkedin.com,medium,no,"aml,fis,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin",FIS & Anthropic just built a Financial Crimes AI Agent that completes AML investigations in minutes — not days. This is what agent-first banking looks like. AI isn't just automating tasks anymore. It's making real-time decisions at bank grade. https://lnkd.in/eprHXT72 #Fintech #AI #Payments #AgenticAI #Banking,named account linkedin search; reactions=6
crustdata_named_account_linkedin,linamed_017,named_account_linkedin,linkedin_named_account_posts,Amalgamated Bank Financial Crimes AI Agent,1,Amalgamated,linkedin_named_account_post,agent-tech/retrieval,2026-05-15,Leslie Poole,https://www.linkedin.com/posts/pooleleslie_creditunions-aireadiness-dataarchitectue-activity-7459689002489716736-aR5u?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFmwXQUBCKLYAhXW9YZCQ04HBuzAE9lfAFk,linkedin.com,medium,no,"agent-tech/retrieval,fis,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin,rag","""What the FIS–Anthropic Deal Actually Reveals - The partnership is significant, but not for the reasons most of the fintech press coverage suggests. This isn't really a story about AI. It's a story about data architecture as competitive infrastructure."" #creditunions #aireadiness #dataarchitectue",named account linkedin search; reactions=11
crustdata_named_account_linkedin,linamed_017,named_account_linkedin,linkedin_named_account_posts,Amalgamated Bank Financial Crimes AI Agent,3,National Australia Bank,linkedin_named_account_post,governance/compliance,2026-05-15,Sam Chauhan,https://www.linkedin.com/posts/sam-chauhan-a56099b2_fincrime-aml-austrac-activity-7459716472580485121-fx0p?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFmwXQUBCKLYAhXW9YZCQ04HBuzAE9lfAFk,linkedin.com,medium,no,"aml,fis,governance,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","On 4th May 26, FIS announced the Financial Crimes AI Agent, built with Anthropic, in production at BMO and Amalgamated Bank, compressing AML investigations from days to minutes.  That is not a pilot. It is a reference point.  When production-grade agentic TM architecture exists at scale, with regulatory-grade auditability, Wolfsberg-aligned governance, and measurable outcomes, the absence of a credible transformation path becomes a harder position to hold in an examination context. Regulators read press releases.  Edition 19 of Under the Surface covers what the deployment actually changes: the calibration problem it addresses, the downstream depth gap it closes, and the governance questions institutions need to be asking this quarter, not next year.   #FinCrime #AML #AUSTRAC #AgenticAI #MoneyLaundering #Compliance #FinancialIntelligence #TM",named account linkedin search; reactions=14
crustdata_named_account_linkedin,linamed_017,named_account_linkedin,linkedin_named_account_posts,Amalgamated Bank Financial Crimes AI Agent,4,451 Ventures,linkedin_named_account_post,governance/compliance,2026-05-15,Surendra Reddy,https://www.linkedin.com/posts/skreddy_the-fisanthropic-announcement-is-not-just-activity-7459700501404635136-4CPK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFmwXQUBCKLYAhXW9YZCQ04HBuzAE9lfAFk,linkedin.com,medium,no,"agentic-ai,aml,fis,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,medium,named_account_linkedin","The FIS/Anthropic announcement is not just another “AI in banking” story. It is a signal that agentic AI is entering one of the most consequential workflows in financial services: AML and financial-crime investigations.  For me, this is personal.  When I founded Quantiply in 2014, our thesis was that AML was not an alerting problem. It was a sensemaking problem.  By 2019, we had built Sensemaker around that belief: Pulse for signal gathering, Factbase for governed memory, Enterprise Knowledge Graph for relationship reasoning, Predicts/CIM for explainable machine learning, and Qiera as a cognitive case assistant.  Today, the market calls this agentic AI. Back then, we called it autonomous risk intelligence. The language changed. The thesis endured.  The real opportunity is not to generate more alerts faster. It is to help institutions move from alert factories to governed financial-crime sensemaking systems with better evidence, better explanations, better human judgment, and regulator-",named account linkedin search; reactions=17
crustdata_named_account_linkedin,linamed_021,named_account_linkedin,linkedin_named_account_posts,Mastercard agentic commerce AI agent payment,0,Panache BV,linkedin_named_account_post,governance/compliance,2026-05-15,Marcel van Oost,https://www.linkedin.com/posts/marcelvanoost_the-first-agentic-payment-is-officially-activity-7460916906221428736-zng3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGElkQUBcSscaC2c7f3s-aSVEce2zzJcAMs,linkedin.com,medium,no,"ai-agents,aml,governance/compliance,linkedin_named_account_post,linkedin_named_account_posts,mastercard,medium,named_account_linkedin","💳 The first agentic payment is officially here.  And that’s just ONE of today’s payments headlines.  Here’s what else is happening 👇  1️⃣ PhotonPay + Mastercard → Complete their first agentic payment, pushing AI-driven commerce into the real world 🤖  2️⃣ Checkout.com’s MENA Digital Commerce 2026 Report → Shows rising demand for seamless, secure, and personalized payment experiences across the region 🌍  3️⃣ Mastercard → Brings ecosystem leaders together in the Dominican Republic to accelerate digital payments adoption 🇩🇴  4️⃣ Zip Co Limited → Forced to rebrand local products and services in Australia  5️⃣ Global Payments Inc. → Launches an AI-first Genius handheld built for the future of commerce  6️⃣ BLIK (Poland) → Joins Europe’s broader push toward pan-European cashless payments 🇪🇺  Payments are evolving from:  💳 Transaction tools  ➡️ Intelligent commerce systems.  📩 Full breakdown in today’s newsletter.  👉 What changes commerce more: AI agents or seamless cross-border payments?  Thi",named account linkedin search; reactions=70
crustdata_named_account_linkedin,linamed_021,named_account_linkedin,linkedin_named_account_posts,Mastercard agentic commerce AI agent payment,1,Mastercard,linkedin_named_account_post,ai-agent-adoption,2026-05-15,Jose Chilleron,https://www.linkedin.com/posts/jose-chilleron_voicecommerce-agenticcommerce-securepayments-activity-7460646947654344705-umew?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGElkQUBcSscaC2c7f3s-aSVEce2zzJcAMs,linkedin.com,medium,no,"ai-agent-adoption,ai-agents,linkedin_named_account_post,linkedin_named_account_posts,mastercard,medium,named_account_linkedin","Today I publish Edition 1 of my LinkedIn newsletter: From Voice Payments to Secure Agentic Voice Commerce Visa Intelligent Commerce and Mastercard Agent Pay are already showing that AI agents will increasingly participate in commerce. But if agentic commerce also moves into the voice channel, a critical question appears: How can an AI-assisted voice conversation become a secure, compliant and authenticated payment journey? At Pay by Call SL, we believe Secure Agentic Voice Commerce will not be possible without a native SCA / 3D Secure authentication layer inside the call. That is the vision behind PBC 3DS, our patent-pending method to enable 3D Secure authentication natively within the voice channel. The next checkout may not be a page. It may be a conversation. #VoiceCommerce #AgenticCommerce #SecurePayments #PCIaaS #SecureIVRPayments #3DSecure #PSD2 #SCA #ConversationalAI #Fintech",named account linkedin search; reactions=5
crustdata_named_account_linkedin,linamed_022,named_account_linkedin,linkedin_named_account_posts,Visa Intelligent Commerce Connect agentic commerce,4,Independent Researcher,linkedin_named_account_post,business-workflow,2026-05-15,Travis Bowman,https://www.linkedin.com/posts/travis-a-bowman_ai-fintech-cybersecurity-activity-7460622427224440832-9l2p?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqG1D0BsWG-9bfBrp46ST2aEn4HgejjtZE,linkedin.com,medium,no,"ai-agents,business-workflow,linkedin_named_account_post,linkedin_named_account_posts,mastercard,medium,named_account_linkedin,rag","AI agents are no longer just answering questions.  They are beginning to take real financial actions on our behalf. Visa, Mastercard, Google, Stripe, OpenAI, Shopify, Amazon, American Express and others are all building pieces of the infrastructure that will let AI agents search, compare, authorize, and complete purchases.  That creates a basic but unresolved question: Who actually authorized the transaction?  In my latest article, I follow that question from the boardroom down to the physical credential in your wallet.  Because agentic commerce is not only a software problem.  It depends on:  • Verified user intent • Agent identity • Payment network authorization • Merchant-side checkout infrastructure • Dispute and liability rules • The physical card, phone, badge, or credential at the bottom of the chain  That last layer matters more than most coverage admits.  If the credential can be cloned, relayed, or compromised before it reaches the higher-order authorization framework, the re",named account linkedin search; reactions=6
crustdata_linkedin,li_001,broad_agentic,linkedin_posts,agentic AI financial services,1,Accenture Strategy & Consulting,linkedin_practitioner_post,governance/compliance,2026-05-15,Sudesh Bhadouria,https://www.linkedin.com/posts/sudesh-ai-cx_agenticai-generativeai-financialservices-activity-7460250861244456960-us1M?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEpBbhUBOV5JoKd3sQzyUqWCjGY4geGTg-k,linkedin.com,low,yes,"agentic-ai,broad_agentic,governance,governance/compliance,linkedin_posts,linkedin_practitioner_post,low","Most agent failures I have investigated were not model failures. They were integration failures, governance gaps, and evaluation drift.  Sharing four risks that consistently bite when agentic AI moves from pilot to production in banking and financial services, and what the firms getting it right are doing differently.  #AgenticAI #GenerativeAI #FinancialServices #AIGovernance #ResponsibleAI",employer=Accenture Strategy & Consulting; reactions=13; comments=3
crustdata_linkedin,li_002,broad_agentic,linkedin_posts,AI agents banking,3,Coforge,linkedin_practitioner_post,internal-agent-platform,2026-05-15,Amit Amoli,https://www.linkedin.com/posts/amit-amoli-88217223_agenticai-lending-bankingtransformation-activity-7459532307050401792-7as4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGElkQUBcSscaC2c7f3s-aSVEce2zzJcAMs,linkedin.com,low,yes,"agentic-ai,ai-agents,broad_agentic,internal-agent-platform,linkedin_posts,linkedin_practitioner_post,low","Agentic AI is emerging as the next operating model for lending. This article sets out what banks expect from it, where value is being created, and the architectural choices that will separate leaders from followers. #AgenticAI #Lending #BankingTransformation #FutureofBanking",employer=Coforge; reactions=82; comments=12
crustdata_linkedin,li_003,broad_agentic,linkedin_posts,AI agents insurance,3,2muchcoffee,linkedin_practitioner_post,ai-agent-adoption,2026-05-15,Dmytro Melnychenko,https://www.linkedin.com/posts/dmitriymelnichenko_a-coding-agent-deleted-production-data-last-activity-7459692960935424000-85Hu?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAF8-EAgBhU3WbhseWhTZHSgOC6_FLIsVfFo,linkedin.com,low,yes,"ai-agent-adoption,ai-agents,broad_agentic,linkedin_posts,linkedin_practitioner_post,low","A coding agent deleted production data last summer, fabricated a four-thousand-person dataset, and admitted ""I panicked"" when caught.  Last year, that was a war story. As of January 2026, it is the line item the standard policy in many product lines explicitly does not cover.  Every category of technology that fails at scale eventually creates its own insurance market. Cyber after the breaches. Tech E&O after the dot-com era. Auto liability after the Model T. AI agents joined the list this quarter - five startups appeared in ninety days, and the category did not exist eighteen months ago.  If your agent caused half a million dollars of damage tomorrow, who reconstructs what happened, and from which logs?",employer=2muchcoffee; reactions=18; comments=6
crustdata_linkedin,li_005,broad_agentic,linkedin_posts,agentic AI insurance,2,SpotRisk.com,linkedin_practitioner_post,ai-agent-adoption,2026-05-15,"Alex Carr, CPCU",https://www.linkedin.com/posts/alexcarr-insurtech_ai-agents-tend-to-fail-not-because-the-model-activity-7458540661638791168-KoI9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACO6eMcBUUlgs1yRPmQX8-ryNdb-WzjeSXo,linkedin.com,low,yes,"agentic-ai,ai-agent-adoption,ai-agents,broad_agentic,linkedin_posts,linkedin_practitioner_post,low","AI agents tend to fail not because the model is dumb but because the software they're interacting with was solely designed for a human with a mouse, and specialty insurance has more of that kind of software than just about any other industry.",employer=SpotRisk.com; reactions=74; comments=11
crustdata_linkedin,li_007,broad_agentic,linkedin_posts,AI agents asset management,4,Reliability Leadership Institute,linkedin_practitioner_post,governance/compliance,2026-05-15,Terrence OHanlon,https://www.linkedin.com/posts/reliability-ai_ai-uptimeelements-digitalization-activity-7460282740983246848-TCW-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFoMA8cBfz9wA2F0sfUjlm59quNIR4WmtiU,linkedin.com,low,yes,"agentic-ai,ai-agents,broad_agentic,governance,governance/compliance,linkedin_posts,linkedin_practitioner_post,low","The Golden Rule of IoT Governance applies to agentic AI without modification: never use a probabilistic model for a deterministic safety function. If a machine must stop because a human entered a hazard zone, that decision belongs to a hard-wired sensor and a simple logic gate — not to a model reasoning about the probability that a human is present.   #AI #UptimeElements #digitalization #IoT #reliability #assetmanagement #agenticAI Reliability.ai Reliability Leadership Foundation Reliability Leadership Institute Maura Abad #ProfessorMagenta #DrTJ #DigitalTwins",employer=Reliability Leadership Institute; reactions=36; comments=10
crustdata_linkedin,li_008,broad_agentic,linkedin_posts,internal AI agents bank,1,,linkedin_practitioner_post,governance/compliance,2026-05-15,Hambali Muslimin,https://www.linkedin.com/posts/hambali-muslimin_aiadoption-financialservices-indonesiafsi-activity-7459825944531406848-gwC8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEt-TFEBVM6WF8Y9eqK75K92Of55aPOsHdo,linkedin.com,low,yes,"agentic-ai,ai-agents,broad_agentic,governance/compliance,linkedin_posts,linkedin_practitioner_post,low","Most Indonesian financial institutions haven't formalized how their teams use foundational generative AI. Industry players have moved the discussion to agentic AI: autonomous agents running multi-step workflows with minimal human input.  Meanwhile, a compliance analyst at a bank in Jakarta pastes a regulatory circular into a chat tool, gets a structured summary in seconds, and copies it into an internal report. Leadership doesn't see that usage and can't build on it.  There's a step between chat-based AI and autonomous agents that most organizations might have missed. I wrote about what that step looks like, and what it means for the path to agentic AI.  #AIAdoption #FinancialServices #IndonesiaFSI #AgenticAI",employer=; reactions=13; comments=0
